Electoral District Number / No de circonscription,Electoral District Name,Nom de la circonscription,Political Affiliation,Appartenance politique,Candidate's Family Name / Nom de famille du candidat,Candidate's First Name / Prénom du candidat, Candidate's Initial(s) / Initiale(s) du candidat, Candidate's Campaign Office Telephone Number / Numéro de téléphone du bureau de campagne du candidat,Date of Receipt of Notification of Confirmation / Date de réception de l'avis de confirmation,Time of Receipt of Notification of Confirmation / Heure de réception de l'avis de confirmation
35081,Parkdale--High Park,Parkdale--High Park,Marijuana Party,Parti Marijuana,Parker,Terry,,(416) 533-7756,2-Sep-15,4:43:00
35081,Parkdale--High Park,Parkdale--High Park,Green Party of Canada,Le Parti Vert du Canada,Phipps,Adam,,(647) 460-4456,12-Sep-15,11:29:00
35081,Parkdale--High Park,Parkdale--High Park,Independent,Indépendant,Royer,Carol,,(647) 955-0262,20-Aug-15,3:03:00
35081,Parkdale--High Park,Parkdale--High Park,Liberal Party of Canada,Parti libéral du Canada,Virani,Arif,,(647) 792-6473,21-Aug-15,1:00:00
35082,Parry Sound--Muskoka,Parry Sound--Muskoka,Pirate Party of Canada,Parti Pirate du Canada,Bell,Duncan,,(705) 203-0745,25-Sep-15,2:46:00
35082,Parry Sound--Muskoka,Parry Sound--Muskoka,Conservative Party of Canada,Parti conservateur du Canada,Clement,Tony,,1 866 461-8669,18-Aug-15,11:32:00
35082,Parry Sound--Muskoka,Parry Sound--Muskoka,Liberal Party of Canada,Parti libéral du Canada,Cowie,Trisha,,(705) 641-8855,24-Aug-15,1:00:00
35082,Parry Sound--Muskoka,Parry Sound--Muskoka,Green Party of Canada,Le Parti Vert du Canada,Hodgson,Glen,,(705) 378-4065,19-Aug-15,4:18:00
35082,Parry Sound--Muskoka,Parry Sound--Muskoka,New Democratic Party,Nouveau Parti démocratique,McCarthy,Matt,,,18-Aug-15,2:00:00
35082,Parry Sound--Muskoka,Parry Sound--Muskoka,Canadian Action Party,Parti action canadienne,Merton,Gordie,,(705) 394-9554,11-Sep-15,4:40:00
35082,Parry Sound--Muskoka,Parry Sound--Muskoka,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Smith,Albert Gray,,(416) 253-4475,1-Sep-15,3:00:00
35083,Perth--Wellington,Perth--Wellington,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,DeVries,Irma,,(519) 338-3920,28-Aug-15,3:25:00
35083,Perth--Wellington,Perth--Wellington,No Affiliation,Aucune appartenance,Fuhr,Roger,,(519) 272-4173,8-Sep-15,4:30:00
35083,Perth--Wellington,Perth--Wellington,Liberal Party of Canada,Parti libéral du Canada,McCotter,Stephen,,(519) 814-1020,1-Sep-15,1:35:00
35083,Perth--Wellington,Perth--Wellington,Conservative Party of Canada,Parti conservateur du Canada,Nater,John,,(519) 273-3883,26-Aug-15,4:15:00
35083,Perth--Wellington,Perth--Wellington,New Democratic Party,Nouveau Parti démocratique,Rabidoux,Ethan,,(519) 814-2214,25-Aug-15,4:45:00
35083,Perth--Wellington,Perth--Wellington,Green Party of Canada,Le Parti Vert du Canada,Ramsdale,Nicole,,,24-Sep-15,8:10:00
35084,Peterborough--Kawartha,Peterborough--Kawartha,Forces et Démocratie,Forces et Démocratie,Leckie,Toban,,(705) 760-3996,2-Sep-15,11:38:00
35084,Peterborough--Kawartha,Peterborough--Kawartha,Green Party of Canada,Le Parti Vert du Canada,Mason,Doug,,(705) 877-1562,11-Sep-15,2:30:00
35084,Peterborough--Kawartha,Peterborough--Kawartha,Liberal Party of Canada,Parti libéral du Canada,Monsef,Maryam,,(705) 874-5997,20-Aug-15,4:20:00
35084,Peterborough--Kawartha,Peterborough--Kawartha,New Democratic Party,Nouveau Parti démocratique,Nickle,Dave,,(705) 741-3244,25-Aug-15,9:30:00
35084,Peterborough--Kawartha,Peterborough--Kawartha,Conservative Party of Canada,Parti conservateur du Canada,Skinner,Michael,,(705) 243-6976,30-Aug-15,11:46:00
35085,Pickering--Uxbridge,Pickering--Uxbridge,Conservative Party of Canada,Parti conservateur du Canada,Chisu,Corneliu,,(647) 847-2500,12-Aug-15,1:15:00
35085,Pickering--Uxbridge,Pickering--Uxbridge,New Democratic Party,Nouveau Parti démocratique,Downward,Pamela,,(289) 660-2877,28-Aug-15,7:25:00
35085,Pickering--Uxbridge,Pickering--Uxbridge,Green Party of Canada,Le Parti Vert du Canada,Navarro,Anthony Jordan,,(647) 868-4571,28-Sep-15,11:45:00
35085,Pickering--Uxbridge,Pickering--Uxbridge,Liberal Party of Canada,Parti libéral du Canada,O'Connell,Jennifer,,(905) 231-3182,28-Aug-15,7:20:00
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,Independent,Indépendant,Clouthier,Hector,,(613) 687-8555,17-Sep-15,11:15:00
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,Conservative Party of Canada,Parti conservateur du Canada,Gallant,Cheryl,,(613) 629-4404,12-Aug-15,3:10:00
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,Green Party of Canada,Le Parti Vert du Canada,Klietsch,Stefan,,(613) 432-7308,17-Sep-15,11:00:00
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,Liberal Party of Canada,Parti libéral du Canada,Lehoux,Jeff,,(844) 464-5333,9-Sep-15,6:15:00
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,New Democratic Party,Nouveau Parti démocratique,McCarthy,Dan,,1 888 518-7703,21-Aug-15,2:40:00
35087,Richmond Hill,Richmond Hill,New Democratic Party,Nouveau Parti démocratique,DeVita,Adam,,(289) 292-0501,4-Sep-15,10:07:00
35087,Richmond Hill,Richmond Hill,Liberal Party of Canada,Parti libéral du Canada,Jowhari,Majid,,(647) 693-9636,18-Aug-15,1:19:00
35087,Richmond Hill,Richmond Hill,Conservative Party of Canada,Parti conservateur du Canada,Parsa,Michael,,(905) 762-0004,26-Aug-15,9:45:00
35087,Richmond Hill,Richmond Hill,Green Party of Canada,Le Parti Vert du Canada,Veenema,Gwendolyn,,(902) 452-7590,28-Sep-15,10:45:00
35088,Carleton,Carleton,Green Party of Canada,Le Parti Vert du Canada,Coyne,Deborah,,(613) 518-1728,15-Aug-15,4:00:00
35088,Carleton,Carleton,New Democratic Party,Nouveau Parti démocratique,Larocque,Kc,,(613) 831-9595,8-Sep-15,5:04:00
35088,Carleton,Carleton,Conservative Party of Canada,Parti conservateur du Canada,Poilievre,Pierre,,(613) 314-4587,9-Sep-15,3:00:00
35088,Carleton,Carleton,Liberal Party of Canada,Parti libéral du Canada,Rodgers,Chris,,(613) 222-8621,1-Sep-15,2:00:00
35089,St. Catharines,St. Catharines,Liberal Party of Canada,Parti libéral du Canada,Bittle,Chris,,(289) 362-3335,16-Aug-15,4:01:00
35089,St. Catharines,St. Catharines,Conservative Party of Canada,Parti conservateur du Canada,Dykstra,Rick,,(905) 935-8683,2-Sep-15,5:00:00
35089,St. Catharines,St. Catharines,New Democratic Party,Nouveau Parti démocratique,Erskine-Fournier,Susan,,(289) 362-1144,25-Aug-15,5:07:00
35089,St. Catharines,St. Catharines,Green Party of Canada,Le Parti Vert du Canada,Fannon,Jim,,,24-Sep-15,1:15:00
35089,St. Catharines,St. Catharines,Communist Party of Canada,Parti communiste du Canada,Waziruddin,Saleh,,(289) 697-9169,23-Sep-15,5:50:00
35090,Toronto--St. Paul's,Toronto--St. Paul's,Liberal Party of Canada,Parti libéral du Canada,Bennett,Carolyn,,,30-Aug-15,6:52:00
35090,Toronto--St. Paul's,Toronto--St. Paul's,Green Party of Canada,Le Parti Vert du Canada,Farmer,Kevin,,,14-Sep-15,4:26:00
35090,Toronto--St. Paul's,Toronto--St. Paul's,Conservative Party of Canada,Parti conservateur du Canada,MacDougall,Marnie,,,30-Aug-15,1:53:00
35090,Toronto--St. Paul's,Toronto--St. Paul's,New Democratic Party,Nouveau Parti démocratique,Richler,Noah,,(647) 348-6624,18-Aug-15,7:26:00
35091,Sarnia--Lambton,Sarnia--Lambton,Conservative Party of Canada,Parti conservateur du Canada,Gladu,Marilyn,,(519) 344-1400,17-Aug-15,1:00:00
35091,Sarnia--Lambton,Sarnia--Lambton,New Democratic Party,Nouveau Parti démocratique,McMichael,Jason Wayne,,(519) 704-1675,3-Sep-15,3:30:00
35091,Sarnia--Lambton,Sarnia--Lambton,Liberal Party of Canada,Parti libéral du Canada,McPhail,Dave,,(519) 479-0510,21-Aug-15,1:00:00
35091,Sarnia--Lambton,Sarnia--Lambton,Green Party of Canada,Le Parti Vert du Canada,Smith,Peter,,(226) 402-0474,31-Aug-15,1:00:00
35092,Sault Ste. Marie,Sault Ste. Marie,Green Party of Canada,Le Parti Vert du Canada,Flannigan,Kara,,,10-Sep-15,5:30:00
35092,Sault Ste. Marie,Sault Ste. Marie,Conservative Party of Canada,Parti conservateur du Canada,Hayes,Bryan,,(705) 949-9467,25-Aug-15,4:00:00
35092,Sault Ste. Marie,Sault Ste. Marie,New Democratic Party,Nouveau Parti démocratique,Morrison,Skip,,(705) 943-8776,19-Aug-15,1:15:00
35092,Sault Ste. Marie,Sault Ste. Marie,Liberal Party of Canada,Parti libéral du Canada,Sheehan,Terry,,(705) 251-2635,21-Aug-15,2:45:00
35092,Sault Ste. Marie,Sault Ste. Marie,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Taffarel,Mike,,(416) 253-4475,3-Sep-15,2:00:00
35093,Scarborough--Agincourt,Scarborough--Agincourt,Liberal Party of Canada,Parti libéral du Canada,Chan,Arnold,,(416) 642-6525,25-Aug-15,2:20:00
35093,Scarborough--Agincourt,Scarborough--Agincourt,Conservative Party of Canada,Parti conservateur du Canada,Chang,Bin,,(647) 479-7068,19-Aug-15,2:00:00
35093,Scarborough--Agincourt,Scarborough--Agincourt,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Coutinho,Jude,,(416) 491-0124,2-Sep-15,2:22:00
35093,Scarborough--Agincourt,Scarborough--Agincourt,New Democratic Party,Nouveau Parti démocratique,Patrick,Laura,,(647) 575-0279,20-Aug-15,2:15:00
35093,Scarborough--Agincourt,Scarborough--Agincourt,Green Party of Canada,Le Parti Vert du Canada,Scott,Debra,,,26-Sep-15,10:37:00
35094,Scarborough Centre,Scarborough-Centre,Libertarian Party of Canada,Parti Libertarien du Canada,Androutsos,Katerina,,(647) 971-8361,27-Aug-15,4:30:00
35094,Scarborough Centre,Scarborough-Centre,Conservative Party of Canada,Parti conservateur du Canada,James,Roxanne,,(416) 285-1100,21-Aug-15,5:00:00
35094,Scarborough Centre,Scarborough-Centre,Green Party of Canada,Le Parti Vert du Canada,Thompson,Lindsay,,(647) 309-7720,28-Aug-15,1:00:00
35094,Scarborough Centre,Scarborough-Centre,New Democratic Party,Nouveau Parti démocratique,Wilson,Alex,,(647) 501-0632,21-Aug-15,6:05:00
35094,Scarborough Centre,Scarborough-Centre,Liberal Party of Canada,Parti libéral du Canada,Zahid,Salma,,(416) 479-4150,21-Aug-15,5:50:00
35095,Scarborough--Guildwood,Scarborough--Guildwood,New Democratic Party,Nouveau Parti démocratique,Casselman,Laura,,(647) 686-9652,9-Sep-15,1:00:00
35095,Scarborough--Guildwood,Scarborough--Guildwood,Independent,Indépendant,Clarke,Kevin,,(647) 345-7539,10-Sep-15,10:00:00
35095,Scarborough--Guildwood,Scarborough--Guildwood,Marijuana Party,Parti Marijuana,Coulbeck,Paul,,(647) 955-0393,27-Sep-15,1:30:00
35095,Scarborough--Guildwood,Scarborough--Guildwood,Green Party of Canada,Le Parti Vert du Canada,Holding,Kathleen,,1 866 868-3447,22-Sep-15,5:03:00
35095,Scarborough--Guildwood,Scarborough--Guildwood,Conservative Party of Canada,Parti conservateur du Canada,Konkel,Chuck,,(416) 283-5858,28-Aug-15,4:30:00
35095,Scarborough--Guildwood,Scarborough--Guildwood,Liberal Party of Canada,Parti libéral du Canada,McKay,John,,(647) 629-4106,20-Aug-15,5:00:00
35096,Scarborough North,Scarborough-Nord,Liberal Party of Canada,Parti libéral du Canada,Chen,Shaun,,(416) 321-2436,28-Aug-15,3:05:00
35096,Scarborough North,Scarborough-Nord,Independent,Indépendant,Khatoon,Aasia,,(416) 710-5608,29-Aug-15,11:35:00
35096,Scarborough North,Scarborough-Nord,Green Party of Canada,Le Parti Vert du Canada,MacDonald,Eleni,,(647) 981-4790,16-Sep-15,9:05:00
35096,Scarborough North,Scarborough-Nord,Conservative Party of Canada,Parti conservateur du Canada,Malhi,Ravinder,,(647) 608-7678,20-Aug-15,11:00:00
35096,Scarborough North,Scarborough-Nord,Independent,Indépendant,Rosch,Raphael,,(416) 736-0525,25-Sep-15,7:20:00
35096,Scarborough North,Scarborough-Nord,New Democratic Party,Nouveau Parti démocratique,Sitsabaiesan,Rathika,,(647) 479-9628,23-Aug-15,11:05:00
35097,Scarborough--Rouge Park,Scarborough--Rouge Park,Liberal Party of Canada,Parti libéral du Canada,Anandasangaree,Gary,,(416) 477-7153,1-Sep-15,4:00:00
35097,Scarborough--Rouge Park,Scarborough--Rouge Park,Conservative Party of Canada,Parti conservateur du Canada,Lewis,Leslyn,,(416) 283-2726,22-Sep-15,8:25:00
35097,Scarborough--Rouge Park,Scarborough--Rouge Park,New Democratic Party,Nouveau Parti démocratique,Shanthikumar,KM,,(416) 613-3605,25-Aug-15,10:25:00
35097,Scarborough--Rouge Park,Scarborough--Rouge Park,Green Party of Canada,Le Parti Vert du Canada,Winter,Calvin,,(647) 875-3647,25-Sep-15,10:30:00
35098,Scarborough Southwest,Scarborough-Sud-Ouest,Liberal Party of Canada,Parti libéral du Canada,Blair,Bill,,(416) 479-9665,4-Sep-15,2:15:00
35098,Scarborough Southwest,Scarborough-Sud-Ouest,New Democratic Party,Nouveau Parti démocratique,Harris,Dan,,(416) 421-6066,8-Sep-15,9:53:00
35098,Scarborough Southwest,Scarborough-Sud-Ouest,Conservative Party of Canada,Parti conservateur du Canada,Nallaratnam,Roshan,,,25-Aug-15,2:58:00
35098,Scarborough Southwest,Scarborough-Sud-Ouest,Green Party of Canada,Le Parti Vert du Canada,Taylor,Tommy,,(416) 285-1944,15-Aug-15,8:05:00
35099,Simcoe--Grey,Simcoe--Grey,Green Party of Canada,Le Parti Vert du Canada,Fleming,JoAnne,,,12-Aug-15,4:15:00
35099,Simcoe--Grey,Simcoe--Grey,Conservative Party of Canada,Parti conservateur du Canada,Leitch,Kellie,,(705) 719-4205,21-Aug-15,11:00:00
35099,Simcoe--Grey,Simcoe--Grey,Liberal Party of Canada,Parti libéral du Canada,MacEachern,Mike,,(844) 937-5375,24-Aug-15,11:40:00
35099,Simcoe--Grey,Simcoe--Grey,New Democratic Party,Nouveau Parti démocratique,Matthews,David,,(705) 429-1155,20-Aug-15,5:00:00
35099,Simcoe--Grey,Simcoe--Grey,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Noordegraaf,Len,,,26-Aug-15,11:00:00
35100,Simcoe North,Simcoe-Nord,New Democratic Party,Nouveau Parti démocratique,Banigan,Richard,,,9-Sep-15,12:45:00
35100,Simcoe North,Simcoe-Nord,No Affiliation,Aucune appartenance,Kearey-Moreland,Jacob,,(705) 330-7874,11-Sep-15,2:25:00
35100,Simcoe North,Simcoe-Nord,Liberal Party of Canada,Parti libéral du Canada,Riley,Liz,,(705) 526-5775,25-Aug-15,1:50:00
35100,Simcoe North,Simcoe-Nord,Conservative Party of Canada,Parti conservateur du Canada,Stanton,Bruce,,(705) 526-8756,21-Aug-15,3:30:00
35100,Simcoe North,Simcoe-Nord,Green Party of Canada,Le Parti Vert du Canada,Stubbins,Peter,,(613) 327-3180,9-Sep-15,5:10:00
35100,Simcoe North,Simcoe-Nord,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Whittaker,Scott,,(705) 326-5185,4-Sep-15,11:20:00
35101,Spadina--Fort York,Spadina--Fort York,New Democratic Party,Nouveau Parti démocratique,Chow,Olivia,,(647) 575-5716,27-Aug-15,10:57:00
35101,Spadina--Fort York,Spadina--Fort York,Green Party of Canada,Le Parti Vert du Canada,Danley,Sharon,,(416) 361-9662,14-Sep-15,4:00:00
35101,Spadina--Fort York,Spadina--Fort York,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Lin,Nick,,(416) 253-4475,26-Aug-15,3:42:00
35101,Spadina--Fort York,Spadina--Fort York,"Party for Accountability, Competency and Transparency","Parti pour la Responsabilisation, la Compétence et la Transparence",Nicula,Michael,,(416) 598-7777,24-Sep-15,9:24:00
35101,Spadina--Fort York,Spadina--Fort York,Liberal Party of Canada,Parti libéral du Canada,Vaughan,Adam,,(416) 479-0121,25-Aug-15,8:50:00
35101,Spadina--Fort York,Spadina--Fort York,Conservative Party of Canada,Parti conservateur du Canada,Zuniga,Sabrina,,(437) 836-3120,4-Sep-15,4:24:00
35102,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,New Democratic Party,Nouveau Parti démocratique,Burger,Patrick,,(613) 935-6170,13-Aug-15,10:00:00
35102,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,Liberal Party of Canada,Parti libéral du Canada,Clement,Bernadette,,(613) 627-2936,20-Aug-15,4:00:00
35102,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,Green Party of Canada,Le Parti Vert du Canada,Kennedy,Elaine,,(613) 936-2240,8-Sep-15,3:00:00
35102,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,Conservative Party of Canada,Parti conservateur du Canada,Lauzon,Guy,,(613) 933-9489,14-Aug-15,1:20:00
35103,Sudbury,Sudbury,Independent,Indépendant,Audet,Jean-Raymond,,(705) 585-4334,30-Aug-15,11:10:00
35103,Sudbury,Sudbury,Liberal Party of Canada,Parti libéral du Canada,Lefebvre,Paul,,(705) 586-8683,28-Aug-15,12:05:00
35103,Sudbury,Sudbury,New Democratic Party,Nouveau Parti démocratique,Loewenberg,Paul,,(705) 618-0630,20-Aug-15,12:05:00
35103,Sudbury,Sudbury,Independent,Indépendant,Popescu,J. David,,(705) 688-1302,23-Sep-15,3:10:00
35103,Sudbury,Sudbury,Green Party of Canada,Le Parti Vert du Canada,Robinson,David,,(705) 675-6666,28-Aug-15,3:50:00
35103,Sudbury,Sudbury,Communist Party of Canada,Parti communiste du Canada,Rowley,Elizabeth,,(705) 918-6008,9-Sep-15,9:35:00
35103,Sudbury,Sudbury,Conservative Party of Canada,Parti conservateur du Canada,Slade,Fred,,(705) 222-2722,7-Aug-15,3:45:00
35104,Thornhill,Thornhill,Libertarian Party of Canada,Parti Libertarien du Canada,Balfour,Gene,,,6-Sep-15,10:15:00
35104,Thornhill,Thornhill,New Democratic Party,Nouveau Parti démocratique,Cherry,Lorne,,(647) 687-0905,16-Aug-15,10:29:00
35104,Thornhill,Thornhill,Liberal Party of Canada,Parti libéral du Canada,Coldham,Nancy,,(905) 889-8282,21-Sep-15,4:20:00
35104,Thornhill,Thornhill,Seniors Party of Canada,Parti des aînés du Canada,Fairbairn,Margaret Leigh,,(416) 729-9344,24-Sep-15,11:00:00
35104,Thornhill,Thornhill,Conservative Party of Canada,Parti conservateur du Canada,Kent,Peter,,(905) 597-7740,16-Aug-15,10:27:00
35104,Thornhill,Thornhill,Green Party of Canada,Le Parti Vert du Canada,Rachlis,Josh,,(416) 992-6666,28-Sep-15,12:00:00
35105,Thunder Bay--Rainy River,Thunder Bay--Rainy River,Conservative Party of Canada,Parti conservateur du Canada,Comuzzi,Moe,,(807) 476-0579,18-Aug-15,4:10:00
35105,Thunder Bay--Rainy River,Thunder Bay--Rainy River,Green Party of Canada,Le Parti Vert du Canada,Radbourne,Christy,,(807) 344-3222,15-Sep-15,6:30:00
35105,Thunder Bay--Rainy River,Thunder Bay--Rainy River,New Democratic Party,Nouveau Parti démocratique,Rafferty,John,,(807) 623-2001,9-Sep-15,3:05:00
35105,Thunder Bay--Rainy River,Thunder Bay--Rainy River,Liberal Party of Canada,Parti libéral du Canada,Rusnak,Don,,(807) 622-4099,11-Sep-15,3:21:00
35106,Thunder Bay--Superior North,Thunder Bay--Supérieur-Nord,New Democratic Party,Nouveau Parti démocratique,Foulds,Andrew,,(807) 344-0707,20-Aug-15,10:20:00
35106,Thunder Bay--Superior North,Thunder Bay--Supérieur-Nord,Liberal Party of Canada,Parti libéral du Canada,Hajdu,Patty,,(807) 623-7372,26-Aug-15,4:00:00
35106,Thunder Bay--Superior North,Thunder Bay--Supérieur-Nord,Conservative Party of Canada,Parti conservateur du Canada,Harvey,Richard,,(807) 343-4768,21-Aug-15,11:35:00
35106,Thunder Bay--Superior North,Thunder Bay--Supérieur-Nord,Green Party of Canada,Le Parti Vert du Canada,Hyer,Bruce,,(807) 344-3222,15-Aug-15,12:20:00
35106,Thunder Bay--Superior North,Thunder Bay--Supérieur-Nord,Independent,Indépendant,Skaf,Robert,,(807) 683-3930,23-Aug-15,8:50:00
35107,Timmins--James Bay,Timmins--Baie James,New Democratic Party,Nouveau Parti démocratique,Angus,Charlie,,(705) 264-8715,25-Aug-15,2:15:00
35107,Timmins--James Bay,Timmins--Baie James,Conservative Party of Canada,Parti conservateur du Canada,Curley,John P.,,,19-Aug-15,4:50:00
35107,Timmins--James Bay,Timmins--Baie James,Green Party of Canada,Le Parti Vert du Canada,Kennedy,Max,,(705) 544-2306,22-Sep-15,5:55:00
35107,Timmins--James Bay,Timmins--Baie James,Liberal Party of Canada,Parti libéral du Canada,Lever,Todd,,(705) 363-0019,28-Aug-15,11:22:00
35108,Toronto Centre,Toronto-Centre,Communist Party of Canada,Parti communiste du Canada,Ahmad,Mariam,,(416) 469-2446,28-Sep-15,11:45:00
35108,Toronto Centre,Toronto-Centre,Green Party of Canada,Le Parti Vert du Canada,Biggin,Colin,,(416) 703-3827,24-Aug-15,3:00:00
35108,Toronto Centre,Toronto-Centre,Conservative Party of Canada,Parti conservateur du Canada,Di Battista,Julian,,(647) 723-2151,18-Aug-15,5:55:00
35108,Toronto Centre,Toronto-Centre,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Fernandez,Philip,,(416) 253-4475,25-Aug-15,3:35:00
35108,Toronto Centre,Toronto-Centre,New Democratic Party,Nouveau Parti démocratique,McQuaig,Linda,,(416) 657-2531,21-Aug-15,10:30:00
35108,Toronto Centre,Toronto-Centre,Liberal Party of Canada,Parti libéral du Canada,Morneau,Bill,,(416) 479-0444,19-Aug-15,5:40:00
35108,Toronto Centre,Toronto-Centre,Independent,Indépendant,Stone,Jordan,,(416) 968-9095,26-Aug-15,1:30:00
35109,Toronto--Danforth,Toronto--Danforth,Animal Alliance Environment Voters Party of Canada,Animal Alliance Environment Voters Party of Canada,Abbott,Elizabeth,,(416) 462-9541,24-Aug-15,4:15:00
35109,Toronto--Danforth,Toronto--Danforth,Liberal Party of Canada,Parti libéral du Canada,Dabrusin,Julie,,(647) 725-7614,20-Aug-15,12:01:00
35109,Toronto--Danforth,Toronto--Danforth,Conservative Party of Canada,Parti conservateur du Canada,Dichter,Benjamin,,,24-Sep-15,1:30:00
35109,Toronto--Danforth,Toronto--Danforth,Progressive Canadian Party,Parti Progressiste Canadien,Richardson,John,,,26-Sep-15,2:00:00
35109,Toronto--Danforth,Toronto--Danforth,New Democratic Party,Nouveau Parti démocratique,Scott,Craig,,(416) 900-3725,19-Aug-15,4:50:00
